user_id,item_id,age,gender,city,timestamp,rating
1,5fa359ed0574d6367aaf1f69,18,male,珠海,2020-09-01 00:03:09,5
1,5fa35b56ac0ea832d2bc1476,18,male,珠海,2020-09-01 00:43:24,2
1,5fa35b23ac0ea832d2bc12c3,18,male,珠海,2020-09-01 00:51:24,2
1,5fa359f10574d6367aaf1fab,18,male,珠海,2020-09-01 00:29:29,5
1,5fa35b4bac0ea832d2bc1400,18,male,珠海,2020-09-01 00:28:37,4
1,5fa35b5fac0ea832d2bc14f0,18,male,珠海,2020-09-01 00:26:40,5
1,5fa359fb0574d6367aaf2043,18,male,珠海,2020-09-01 02:15:55,1
1,5fa35b5fac0ea832d2bc14f2,18,male,珠海,2020-09-01 01:50:48,2
1,5fa3598a0574d6367aaf1acf,18,male,珠海,2020-09-01 01:06:36,3
1,5fa35afdac0ea832d2bc111e,18,male,珠海,2020-09-01 01:32:37,2
1,5fa359d90574d6367aaf1e40,18,male,珠海,2020-09-01 01:23:40,2
1,5fa359830574d6367aaf1a56,18,male,珠海,2020-09-01 01:43:43,1
1,5fa359940574d6367aaf1b77,18,male,珠海,2020-09-01 01:14:19,4
1,5fa35b03ac0ea832d2bc1164,18,male,珠海,2020-09-01 00:53:55,5
1,5fa35b5eac0ea832d2bc14e2,18,male,珠海,2020-09-01 02:29:07,2
1,5fa35afbac0ea832d2bc10fb,18,male,珠海,2020-09-01 00:32:48,5
1,5fa359f70574d6367aaf2002,18,male,珠海,2020-09-01 00:24:24,3
1,5fa35b76ac0ea832d2bc160d,18,male,珠海,2020-09-01 00:22:49,4
1,5fa35b89ac0ea832d2bc1705,18,male,珠海,2020-09-01 00:01:36,1
1,5fa35b8bac0ea832d2bc1718,18,male,珠海,2020-09-01 00:09:18,3
1,5fa359930574d6367aaf1b6f,18,male,珠海,2020-09-01 00:26:38,5
1,5fa35afcac0ea832d2bc1106,18,male,珠海,2020-09-01 01:00:45,1
1,5fa35af8ac0ea832d2bc10da,18,male,珠海,2020-09-01 02:45:03,2
1,5fa359bc0574d6367aaf1d74,18,male,珠海,2020-09-01 00:45:09,4
1,5fa35b5eac0ea832d2bc14df,18,male,珠海,2020-09-01 00:18:56,4
1,5fa35b89ac0ea832d2bc1707,18,male,珠海,2020-09-01 01:57:48,4
1,5fa35b57ac0ea832d2bc1484,18,male,珠海,2020-09-01 01:35:59,2
1,5fa35b36ac0ea832d2bc13ac,18,male,珠海,2020-09-01 01:20:28,4
1,5fa35b2eac0ea832d2bc134a,18,male,珠海,2020-09-01 00:26:26,2
1,5fa359e50574d6367aaf1ef2,18,male,珠海,2020-09-01 01:27:25,4
1,5fa359b00574d6367aaf1cbe,18,male,珠海,2020-09-01 01:19:47,3
1,5fa359b50574d6367aaf1d09,18,male,珠海,2020-09-01 02:20:03,4
1,5fa35b8fac0ea832d2bc174e,18,male,珠海,2020-09-01 00:43:27,3
1,5fa35b03ac0ea832d2bc1162,18,male,珠海,2020-09-01 00:09:46,3
1,5fa359950574d6367aaf1b89,18,male,珠海,2020-09-01 00:32:18,3
1,5fa35b7dac0ea832d2bc1668,18,male,珠海,2020-09-01 00:30:47,3
1,5fa35b36ac0ea832d2bc13a2,18,male,珠海,2020-09-01 01:21:19,3
1,5fa3598e0574d6367aaf1b14,18,male,珠海,2020-09-01 02:16:35,3
1,5fa35b70ac0ea832d2bc15b4,18,male,珠海,2020-09-01 00:24:57,3
1,5fa35a000574d6367aaf2096,18,male,珠海,2020-09-01 01:23:10,3
1,5fa35b8fac0ea832d2bc174c,18,male,珠海,2020-09-01 02:03:13,4
1,5fa359b30574d6367aaf1cf1,18,male,珠海,2020-09-01 00:35:18,2
1,5fa359b00574d6367aaf1cbb,18,male,珠海,2020-09-01 00:06:53,5
1,5fa359e30574d6367aaf1ed3,18,male,珠海,2020-09-01 00:06:48,3
1,5fa359d80574d6367aaf1e29,18,male,珠海,2020-09-01 02:05:22,3
1,5fa359bd0574d6367aaf1d89,18,male,珠海,2020-09-01 00:37:09,4
1,5fa359b70574d6367aaf1d22,18,male,珠海,2020-09-01 00:43:58,1
1,5fa359db0574d6367aaf1e5a,18,male,珠海,2020-09-01 02:18:06,5
1,5fa359a50574d6367aaf1c11,18,male,珠海,2020-09-01 01:14:08,2
1,5fa359f90574d6367aaf2026,18,male,珠海,2020-09-01 00:01:05,4
1,5fa35b55ac0ea832d2bc146b,18,male,珠海,2020-09-01 02:07:05,1
1,5fa35b20ac0ea832d2bc128a,18,male,珠海,2020-09-01 00:34:48,4
